text,rating,Review_Length
"Runs small, cheaply made, too small for my 4 year old.",2,54
The earnings are so cute but one just refuses to go in the pearl.,2,65
"The retention ends kept opening up and catching on clothing. Yes, I could push them back down but really annoying to have to do that!",2,133
The top was tight in the shoulders making arm<br />Movement hard,2,64
"I can’t put these on! They are so difficult to put on, I don’t know if it’s me. I really like them, but won’t be able to wear them.",2,131
No lo compraría otra vez,2,24
Although this looks super cute sizing it as a 6 to 12 months is insane! It is more like an 18 month size and the width of the onesie looks like it could fit a 2t!,2,162
"I read many of the reviews on this dress and with that in mind, I ordered a large. Too large for my chest (36c). I tried to imagine it fitting properly, so I could reorder, but I couldn't. I returned it and did not order another.",2,229
The seems across the front Don't lay flat when its on.,2,54
Legs were far too short. V-neck too low. Returned,2,49
"The shirt itself is pretty, but the material is just awful.",2,59
"Tiny, Had to give to my little sister",2,37
The colors did not match the picture so I returned it immediately.  Decent quality though.,2,90
"The first time I wore the socks I got a nice blister within 5 miles, and had to end my hike early. I like the sock in general for the gym or whatever... but they didn't prevent any blisters...",2,192
I love the style. My only reason for a 2 star review is that half the chain just fell off. It fell off in the package before I could even open it.,2,146
They’re fine quality shirts however if you have a size D chest or larger DO NOT get this product. It puckers at the bust and almost doesn’t button.,2,147
The mechanism to close the umbrella did not work properly. I returned it.,2,73
"They look good.  No problem there, and I expected these to be light (cheap) due to the price, but I found the openings too small for my nipples.  Oh well.",2,154
"Super cute and love them, but I was sent the wrong size.... Ordered a 4 and got a 2 so my sister (who they were gifted to) has them just sitting in a box. .",2,156
The watch looks nice but my husband had it on one day when it rained and water got inside the face of the watch. It is supposed to be water resistant so I wouldn’t expect rainfall to cause moisture under the glass. Disappointing…,2,229
Smaller on top than the measurements would indicate.It may work for my daughter.,2,80
The glasses didn't seem to be sturdy. Flimsy sides and cheap plastic for $50. The screws come out after two days of use.,2,120
"Its nice, but the material is all hand wash an it just hangs on me i am 5’5 an 115lbs i should of gotten a small size",2,117
"Too small for a large, gave it to a friend because it’s inconvenient to return , the purpose of online is yo not go out.",2,120
Ordered 1.5 sizes larger than I typically wear and still had a side seen blow out within 5 minutes of wear,2,106
The jumper  looks better online  than it does in real like. Slightly cheap looking. I couldn’t do it. I have an image!! Returned!,2,129
Too long and made for tall people,2,33
"It came in early, but the entire right portion was cracked off, only held on by the band.",2,89
"I do not like the fit of these leggings. I thought they were similar to another pair of RBX leggings I currently own but they aren't. For me, this pairs tummy flattening panel hits too high and is uncomfortable. I would return them but I already trashed the tags.",2,263
"Did not like it! Well I did until the minute I put it on, it stoped working... Now I just have a braclet so I'm very unhappy kuz I totally needed a watch",2,153
Said it fit my watch brand (Garmin) but it did not.,2,51
"Very stylish, but I dont think these are 1.5 readers, I cant see a thing with them on.",2,86
"Sizes run small, perfect for littler ankle sizes, breaks fairly easily. You get what you pay for.",2,97
Looks bigger not happy with the size,2,36
Cute but strap broke after only a few wears and my daughter was very upset cause she loved this outfit.,2,103
"Nice garment, however there is a hole in the seam  of the neckline.  Not too bad right not but could spread as washed, worn, and dried. I 'm not much of a seamstress,  so doubt I can fix it. Any suggestions?",2,207
I ordered a size larger than I normally wear and these are still too small.  They are shorter than usual and fitted.  I would order up at least 2 sizes.  Other than that they are of goo quality.,2,194
The color is not at all as pictured. I ordered purple but what I got is an ugly maroon. The case is also misaligned.,2,116
The skirt is too short. The green in the shirt didn't match the green on the skirt.,2,83
"Way smaller than expected, can't see design at all",2,50
Very tight as seen in the image. My stomach is popping out. Felt a heave of relief when I changed my dress. phew,2,112
I do not recommend this product. I have bought a lot from this company and this is the only shirt a I not recommend. It seems they just pieced fabric together and sold it!,2,171
"The coloring is more brown them pink, which was disappointing.",2,62
Balls fall off easily.,2,22
"Great quality, bad fit. The band is tight but there's too much space on the top.",2,80
"Taking their sizing variance into account, I ordered 2xl - normally XL.  It’s short waisted - empire at best. I am 5’4” & in flats I’m stepping on the hem.",2,155
"The top is short so only but if you want your midriff showing. Also, it is not cotton.",2,86
BAD QUALITY!! DOESNT WORTH A PENNY!!! IF I COULD GET MY MONEY BACK I WOULD HAVE REQUESTED A REFUND!!,2,100
It says plus size..... but they are super small wouldn’t even make it onto my thigh with out digging in. Disappointed -_-,2,121
Did not really reflect what the picture showed and it was way too short even though I bought it two sizes bigger.,2,113
Totally see-through!  The belt is not great quality.,2,52
[[VIDEOID:6f4524295e6d077c875d7a63b223e87f]] I’ve only worn this once and the stitching is already falling apart! Cute dress besides the stitching all coming undone,2,164
Pros-The cut is smooth and the earrings are light weight.<br />Cons-The image is blurry and VERY faded. Unless someone is 6 inches from my head they won't know what it is.,2,171
"Beautiful, soft fabric.....however, NOT high quality as the seem under the bust was very noticeably crooked once the dress was tried on. Unfortunately, now I have to deal with a return.",2,185
I gave it two stars because I ordered and paid for a 2-pack black/burgundy heather. The package I received had only the burgundy heather. I’d like to know where is my black jogger.,2,180
There’s no reflecting light o any other way to see the time with low light,2,74
"Much to small to even get my foot into, company was great to work with concerning my problem.",2,93
These fell apart right away. The dragon fell of right away.,2,59
I received my clicker 2 days ago and I was so happy when I got it but the jewel has already fallen out and I'm really disappointed. Kind of feel like I wasted my money.,2,168
IT smells horrible !<br />And I buy everything from amazon down to socks !<br /><br />Okay so I wear size small and I bought this for a friend who wears us L<br />No........ it fits me! If you buy this order like 4 sizes bigger and wash it real good because uffff!,2,264
"The material is nice, but they're much shorter than shown.",2,58
Most of them are way too big.,2,29
Ordered an XL but fits like a Medium.  I like the shirt but have to return it.,2,78
This product is not 100% cotton. It's 85% polyester 15% linen,2,61
"Fit and size are perfect! Unfortunately in a couple beach days the elastic wore out a bit around the waist. It is still wearable as the drawstring works, but it just fits a little different.",2,190
"Beware, they turn your fingers green. Each one of them.",2,55
They r nice but they bend easily . Ive had to buy like 7 of them because they keep bending or the nose piece moves out of place and i cant deal with uneven glasses . Definately cant just throw them in your bag and go .,2,218
"These earrings are so cute, I put the stone one in and immediately caught an infection. They are not surgical steel. If your allergic to fake jewelry don’t buy. Plastic one was awesome for my surgery procedure",2,209
Love the color but size too small,2,33
"Pretty shirt but the shirt looks like it would be long based on the picture, but it isn't.  It barely comes over the waist.  The picture is very misleading.",2,156
"Material is a heavier quality however it looks shiny similar to a satin type finish. Not what I was expectingl, it looks cheap in my opinion. Will be returning.",2,160
This item was Small & very thin<br />It definitely will not make through a wash cycle.<br />Looks as if it’ll be hand wash only.,2,128
"Not what I expected,. Cheapl material,",2,38
"I ordered these to wear to a color specific wedding, the muted purple tone was perfect for what I needed. When I received the earrings they were not that color at all. They were white and slightly see through. They also just looked a little cheap. Won’t be purchasing from this seller again.",2,291
I liked everything about the pants but the length. I'm 5 foot 7 inches talk and the XL are about 5inches too long,2,113
"Too tight on my ear, but pretty",2,31
A 3X fits as an XL. I ordered it extra big but it was not true to size. Good thing a do wear an XL so it still fits but it’s not giving what I needed it to give.,2,161
"On the very first wash, the bandana had strings unraveling on all four sides. Hand wash only or they will start unraveling. Otherwise, they are larger and work better as a bandana if the smaller ones won't fit your head.",2,220
Around the chest fit good but cup size was way too big.,2,55
Great length and sheer. Except the crochet on the chest (muted earth tone pastel) and the trim on the sleeves (florescent) were totally different! Just looks like a mess. :( bummed bc it was the right length.,2,208
"good looking and comfortable belt. Leather is genuine.<br />But pay attention. This belt has the bleeding dye. For example, my jeans Wrangler is dyed after the first wearing of this belt. And if take into account that this jeans is light colour...",2,247
The sweater feels like someone knitted  it at home -while it looks nice it feels very cheap,2,91
Not flattering at all. Returned,2,31
Very cute and fit well.  Very thin material,2,43
The blue pair fit perfectly but the white and black pair were small and did nothing for butt lift.,2,98
this style looks MUCH different in person.,2,42
these are so soft and seem to be great quality but they run so comically large that I can't comment on the fit. for reference I usually fall between a small and a medium depending on fit/brand/style/etc. I purchased a medium but id need an XS which I don't think exists. 3/10,2,275
Product is not what they claim. There is no control top and they are very poor quality. I had runs in my nylon with in 20 minutes of wearing them.,2,146
Thia was too tight in the arms and chest but it fit mostly every where. I did not like how short it was I like my shirts to be a little longer. The material was good just not enough for me,2,188
Read all the reviews which indicated shirt ran small so I ordered a large.  It is huge.  Gave it away.,2,102
"Pilled immediately, unsightly after 1 wearing. Then they shrank. Not best pleased.",2,82
Sizing was too large to wear.  Had to return them.  Material was also very thin.,2,80
The pink was a very bright salmon color. Didn’t look like the pic very well at all. But the fit was good.,2,105
"Too bulky, it does not spin from the sides",2,42
The pants have a plastic-y feel.,2,32
Way too tight-- could not get it over my head. My mother is a size 10/12 and she couldn't it over her head either. Too bad. It was pretty.,2,138
It broke in less then 3 month,2,29
Looked pretty but definitely not true to size,2,45
Nice dress but the sizing is way off. I am giving it away,2,57
The quality wasn't great. The socks also began to stretch after just trying them on. They are thick though.,2,107
I measured based on their sizing  chart efore I purchased and they were still too small. Hope the next size up fits because they are beautiful gloves,2,149
The graphic on the t-shirt was cracked when it finally arrived later than stated when purchased.  The size is almost a size and a half small.,2,141
Not as universal as it is described.,2,36
Like wearing a large thin scarf. Not worth  it.,2,47
"I like the hat but I am not happy, the inside of the bill of the hat seems to be bigger than the outside liner because it is bumpy. it doesn't look nice nor pretty. I don't know where or how to returned it.<br />My e-mail is: yanitza2004@gmail.com<br />Thank you",2,262
The glasses are a great color of read and the case is nice that's all that is good about the glasses. My grandson is 5 year old and the glasses are huge on him. The lens are almost adult size and the frames are very wide. I would not recommend to purchase them.,2,261
"I am 5'2"" 100lbs I bought a size small and the outfit is too big.",2,65
The grey shorts part of seem was not fully sewn up,2,50
It was smaller than I expected plus picture shows it oval and I got a circle but it's still nice,2,96
The band's retainer pin would not stay in place and my watch kept falling off.,2,78
"Fabric is nice, but gives you a mad camel-toe",2,45
Can see everything plain as day,2,31
This appears like a sweatshirt in the picture  and states sweatshirt on the description. It is more of a long sleeve T-shirt. I was wanting something warm so I returned it. If you want a light weight long sleeve shirt then you may like it.,2,239
This fit super wierd. Returned it.,2,34
Disappointed to say the least  looks like wish crap.<br />I ordered a 2xl  it's like a kids 2xl<br />I can barely get it on and no way it will zip<br />It does heat up ok,2,170
"I bought this for girls weekend, so wasn't needing anything perfect, but the quality is very far from perfect.  Will need to shape and iron it in the hopes it will even look remotely close to a captain's hat.  Was very smushed up and bent in packaging.  But I suppose you get what you pay for.",2,293
"I received the dress yesterday, ordered a XL, i am disappointed, it looks cheaply made, definitely not what I was expecting also it is rose gold not gold",2,153
Way too small! Tried both a small and medium.,2,45
Wife returned them as they were to small and very scratchy.,2,59
"cheaper and flimsier than I thought, but I guess I should have suspected as such for the price",2,94
Cheap cheap. Seams are not lined up. Elbow patches not in right place. Very thin.,2,81
iT HAS ALREADY SLOWED DOWN; ONE WEEK AFTER PURCHASE.,2,52
Size is way off and material for all 3 shirts are different. I was very unhappy with my purchase,2,96
cheap just like the price and the color turned it looks dirty.,2,62
"Super pretty and fit great except for the arms, very tight",2,58
I got a size larger than I normally would and the only thing that fit properly were the bottoms. The skirt wrap was a handkerchief at best and to say the top had minimal coverage is an understatement. I’ve seen better coverage with pasties.,2,240
So disappointed in sizing. It was NOT XL.,2,41
"it was nice, just didn't like how it looked on me, I'm petite :(",2,64
"I bought this because my daughter was Minnie Mouse this Halloween and wore her costume every day to shreds. She loves being a Minnie Mouse princess so I had hoped to swap out the dress, but this dress was the old model, not as well made, and not as pretty. My daughter refused to wear it.",2,288
Screw that holds the Focus portion on the ball easily works out. Had to use a thread lock product to keep it together.,2,118
Very costume and cheap,2,22
It's really cute and looks good but was incredibly hard to put on because of the design. It was painful to put in my rook piercing and painful to take out .,2,156
"Cheap, don't waste your money.",2,30
Very cute but the bottoms are see thru.,2,39
Fit was large and unflattering on me. Fabric seemed cheaply made. Looks great in the photos though!,2,99
Broke very easily. This gift only lasted about a week and a half before it snapped. It looked great while it lasted.,2,116
"The band was super cute, and I really wanted to use it but it would not firmly attach to my Versa 3. I had to return the band because it would not stay attached to my device.",2,174
"Small fit, would not lace up properly",2,37
Not the best dress. Difficult for me to assemble with the ropes in the back. I ended up returning it because I just couldn’t manage it.,2,135
"The logo is off center and faded... it's like they were trying to save ink. It's hard to tell when buying online, especially clothing. but, overall it's a good around the house shirt. I would never wear it in public with the off-kilter logo.",2,241
I purchased for my 2 year old however although they are adjustable I would say their more suitable for older kids. However they are still a good quality.,2,153
"Need to list what the metal is in the product. Not allergic to silicone, but the metal clasp caused an allergic reaction.",2,121
Didn't know that these were safety glasses. NOT what I wanted,2,61
The shirt is very cute BUT I ordered a small and what came was HUGE! I’m returning it.,2,86
the satin pleats weren't what i expected,2,40
Coolong lasts for a VERY short time.,2,36
"The symbol is too small, You cannot see it at all.  The picture showed 3 rings in 3 different colors. There is just one.",2,120
"Looks nice, but it was cheap material.",2,38
"Got the light black which has tiny glitter all over it. Fit is a bit loose. Ruffles seem to make the wrong spots look bigger, wider which for  5’4 does not flatter.  Itchy material. Returning",2,191
"Very fragile, snapped within first few weeks of use despite care in storing.",2,76
Too bulky and very awkward to handle.  Forget about ever getting the cover on again unless you have plenty of time.  Donated it.,2,128
very cheaply produced -  Disappointed,2,37
Buy it 2 sizes too small. Their size charts are very flawed,2,59
"Creí que podía ser un poco más desahoga pero la verdad es que no. Siento que me quedo un poco grande de hombros y las mangas mi hablar, súper largas. No es de mala calidad pero no quedé satisfecha con el producto, lo peor es que que la pedí rosada!",2,248
These boots are cute and good quality but they are SO tight. I have thin feet and went a half size up and these were still too tight for me,2,139
Braclet came in broken. Super glue will fix that and the clasp holding the material together on the necklace came apart. All fixable just annoying,2,146
"This fit as expected, but it appeared to be made pretty cheaply. The fabric surrounding the holes at the top was a different shade of green from the rest of the dress. The skirt was too full for my liking. The fabric felt like a shower curtain. I returned this dress.",2,267
"They're heavy in the front. So can't wear for a long time.<br />To read while lying down, items can't be flat on your lap; they must be upright. I expected items could lay flat to read while lying down. Disappointed in this.",2,224
The headband is adorable but the gems that are supposed to be on the flowers fall off.,2,86
"I loved this belt when it is new. However, little less than a year, holes on the belt getting bigger and bigger. Now, the belt just cannot hold properly!",2,153
Strap broke in just under a month. Not worth the money and time,2,63
Doesn't fit right,2,17
I didn't like how short it was in the back and long in the front I ended up giving it to a different person,2,107
The Jump rings holding the extension are too weak and I have already lost the extender!,2,87
The shoes look great but its a bit heavy for my kids to wear. The size came smaller so we suggest anyone to buy a bigger size than your average.,2,144
"They feel like exactly what they are, cheap material poorly stitched together. I used them for one day of work and they didn't last the day... I was hoping these would be a cheaper alternative to my Mechanix gloves which have only recently started to show wear after years of use",2,279
"I was hoping this skirt was a real high waist style that I can wear to an event but the material and style was just average.<br />It was very thin, maybe for the summer as a casual skirt but the photo gave the impression it was a more dressy.",2,242
Runs a little small and the fabric is very stiff.,2,49
They do not stay up. After wearing a couple of times they start to look bad,2,75
did not last very long started fraying within days would recommend not buying these,2,83
"The material on this is a very heavy almost shiny material. I loved the design, but the  execution of the design was off. I had to send it back. The very top is build small and there is a tents worth of material after that.",2,223
The top  was WAY too small.  Got a 2x for my mom standard size for her and it fit her like a medium.  She gave it to  me and it fit me around the arms like a large. SO Not true to size . And I did use the sizing chart.,2,218
It'll make you look pregnant. Trying to figure out how to make this shirt work.,2,79
"I ordered XXL when I am normally an XL. Was sent an XL which is too tight in the hips and too small in the breast areas. When went back to order the XXL, it was no longer there. This has had to me two other times when ordering XXL! If you don't have XXLs then say you don't have it",2,281
The eyes in the picture are dark (black or blue) but the earrings don't have dark eyes. Returned these,2,102
"Cool hat, but it fits like those hats that the old vets wear.  It sits on your head with at least 1&#34; between the top of your head and the lid,  The bill is already formed as well",2,182
"I love this case because the pattern was really cute. Unfortunately, after being thrown in my purse, the back was all scratched up and it looked cheap. I had to replace after a few weeks.",2,187
"All advice regarding sizing was to order a size smaller, at least. This proved to be incorrect in my case.<br /><br />My normal size is extra large and I ordered large instead. It was too small. I returned the product and am waiting for my refund.",2,247
I wanted to love this but it was a bit clingy and the color/pattern was not as pretty in person. Returned.,2,106
"This is a beautiful belt, and the metal work is wonderful. However, my daughter wore it for ONE DAY and it was falling apart. All the blue was cracked and coming off, and she can't wear it anymore because it's just destroyed. Don't waste your money.",2,249
Pretty but huge,2,15
"I do like the attached earplugs.  However, the goggles fog up CONSTANTLY and leak a bit.  Not bad, but could be a lot better",2,124
Had to return.  They didn't fit.,2,32
"They don't close well, I lost one of them first time I used it,disappointed",2,75
cheap.,2,6
"One important positive is that this item was packaged and mailed very quickly during a holiday period. Much appreciated! The scarf is disappointing. The material looks and feels 'cheap' and the designs/logos are not crisp or sharp. It is fleece, but it is not a good quality.",2,275
I return them,2,13
We ordered these for basketball they run small,2,46
Runs small and I didn't like the fabric quality.,2,48
Doesnt stay on,2,14
"So it fits i guess. However, if your looking for a strapless bandeau bra, it has absolutely no support. So anyone with big boobs I do not suggest if your looking for support.",2,174
Works but looks rather cheap. I found another company that makes absolutely BEAUTIFUL replacement bands. Too bad it's not on Amazon!,2,132
Very cute but the side seam ripped after wearing once,2,53
"They are like plastic, served the purpose for a one time wear...not wearing them again.",2,87
"The material feels really cheap and is quite  hot.  The top ruffle rolls up and does not lay well.  The colors and design and sizing are exactly as described, it's just not very wearable.",2,187
"These things hurt! They work fine, but the hard plastic of the entire product cuts the sides of your tongue and your gums whenever you retract or push out the fangs. I would not recommend this product, even if it's just for one night, such as Halloween.",2,253
The connection to charge broke after the first week.  Very disappointed.,2,72
Light doesnt light up the screen...,2,35
"I bought it, and it fits so well I bought another.<br /><br />The next one I got was not the same type that I got the first time. It was a different product that fit,terribly.",2,175
Won't fit on ear.,2,17
The bracelets are not even made with soft thread. They are hard and the knots constantly come undone. The bracelets are also very big and become loose almost immediately after tightening. Don't waste your money on these.,2,220
This bathing suit is super cute. The top fit great.<br />The bottoms not so much. They are not high waisted at all they fit more like bikini bottoms.,2,149
"Looks good but probably because it made in china,  it;s too short on torso and I only 5.5.",2,90
So cute but horrible quality.  It broke the first day I wore it :(,2,66
Great product but after one full shift the Velcro adjustable strap on the right club started to rip off and the touchscreen won’t respond to the right and I can bring,2,166
"Whatever your size, get one or two sizes larger.  I got the large for someone who wears medium and yet it would not fit her at all.  It is more like a child's large.",2,165
"Purchased several in different colors same size. They all fit different. Some tight in the chest some not, some loose in the arms and others too tight. Some longer and some shorter. None are consistently cut. They're certainly not the Russells of a few years ago.",2,263
The lenses are paper thin.<br />The frames have rough edges from not shaping from the mold.,2,91
"Extremely sheer, fell apart the first time I wore it. I had to re-sew all the seam. Still a very cute style.",2,108
"Front part is shorter than I thought it would be, don't like the fit. Maybe cute on someone else but it seem awkward and weird. Not quite what I expected. Also fit was somewhat small.",2,183
"There's simply NO way this is 50L. It's more like 25, if even that. It felt like a toy your kid would use for kindergarten. Avoid this pack. Get an Osprey instead. That's rated Top Ten by Backpacking Magazine.",2,209
small than actual size.,2,23
"too cheap, and too small. Made with small asian sizes in mind. I am 5&#34;7 125lbs and a cup ... it didn't fit.",2,111
Not a vibrant blue pretty for the price came quickly,2,52
"Ordered white gloves.  Package is marked white, but gloves are beige at best.  They fit nice but they aren't the color I ordered.",2,129
Did not fit like I was expecting.,2,33
"This will be going back.  We bought this for a halloween scene and discovered that in order for this to run, it also plays sound (and it is really freaking loud).  Not what I wanted.",2,182
"It worked, but didn't fit my face right",2,39
Looked like I was wearing a sack.,2,33
I am done buying from China.  The delivery time is long and the quality is short.<br />The center stone is small and has no sparkle.  The 'crystals' that surround it look like glass.<br />The chain is not substantial.  There is a reason jewelry is cheap. It's not even worth the low price.,2,289
Neck of shirt fit however!!!! The rest of the shirt was huge.  I ended up having to take up the entire shirt. 4 stars however for the tie & cummerbund and the quality of the material of the shirt.,2,196
Awkward shape.,2,14
The stones had fallen out when I opened the box was not happy,2,61
I got an L and I wished I would’ve sized down the chest area was sooo big. I had to return,2,90
This is more of like a hoodie than a coat or jacket. Really disappointed!,2,73
can't take pic through the plastic,2,34
Very tight fitting.,2,19
The shorts are fine the shorts are short and super soft I didn’t get a headband. I did get a little cotton tail to pin on the shorts if I want. HOWEVER the top is wayyyy too small I got a size large if you have double ds and up this top is most definitely not for you.,2,268
Cans leaked.  This has been going on for a while now.  Red Wing can't find leak proof tops?,2,91
"They're made of a comfortable material, but feel a bit on the small side and the legs constantly ride up throughout the day. They need constant adjustment throughout the day in order to be comfortable and not have all of the material in the leg rolled up next to your crotch.",2,275
Very thin pretty much see through,2,33
"it is a nice dress. it fit fine. my issue was related to the material.  it is not a natural material. it is synthetic. therefore, it is misleading to call it only a cotton-linen mix.",2,182
Cheap!!! Not worth it!,2,22
Shirts ride up. They run small. I ordered a 3x when I normally wear a 2x.,2,73
Worn once a week for about 7 months buttons on the pockets fall off easily and the zipper started tearing out today never had a zipper tear out on any pants ever,2,161
Ordered my daughter's a 14/16 and they looked like toddler shorts,2,65
Watch isn't working.  I think the battery needs replacing.  2 stars because it's a nice looking watch.  Don't feel like trying to go through the trouble of returning so I will see if I can  replace battery myself.,2,213
"Set seemed to be of good quality when we received  it, but the underwear shrunk significantly after washing.  Did not seem to help keep my son warm.",2,148
Cute bra but so not for high impact running and crossfit. Tons of side boob.,2,76
"So we ordered a 4T two pack, one set was 4T but the other was a mislabeled 3T? Not even sure how this happens. The quality between the 2 sets also differs. The 4T is soft whereas the smaller set is course? Not loving these thermals",2,231
"the material is thinner than I expected, I don't like it when you can see the toes through the socks.",2,101
If you are allergic to metals avoid these,2,41
These are very nice quality skirts and would be great if they were sized anything close to the description.  My 3X size skirts will only fit maybe a sized 16-18 ladies.  Hugely disappointing!,2,191
"Very nice looking dress, but the zipper broke before I could even try it on.  The dress is also pretty short, which I actually consider a good thing.  I am 5 feet tall and if I wasn't returning the dress because of the zipper, I wouldn't have had to shorten it, which is rare.",2,276
"I saw lots of reviews says this fit short.  I did not find that to be the case.  It was definitely long in the rear and just overall big.  The material was so-so, more of a slippery poly than chiffon w/ a slight sheen.  For reference I am 5'6"", 130lbs and 32B, I had ordered a small.",2,283
it fit but the bottom part is not cute!!!! idk what they were thinking,2,70
The slit is bigger than expected,2,32
I had to return it because of the size was too small,2,52
Rolls great. One trip to Dallas and one of the foot pieces is missing with a sharp screw sticking out!  So disappointed!!,2,121
The torso is too long.,2,22
Jewel fell off after I wore it two times...,2,43
"I got these scissors for one reason: to safely cut bandages and gauze used for dressing of wounds and cuts. After using them for the first time, I can report that the blades are so dull that they couldn't cut through cotton gauze protecting a knee abrasion. Totally useless.",2,274
Good for a costume. Not good for anything else,2,46
Very thin and doesn’t stay up over your mouth,2,45
"While this dress is very pretty, the material is very thin & would require a full slip.",2,87
Bought in large and skirt was good but the square that has the strap thing is not made bigger for bigger sizes the model is prolly a small so it works for her but if you a large or bigger don’t waist your money material was kind itchy as well,2,242
The beads are dyed and they get on your skin,2,44
"I love the look of the bag, but i can honestly say that the bad smell is not going away...and i tried a lot! I own this bag now over a year and its still smells bad. Would not buy it again.",2,189
Fits nothing like the model. It's very good material but if you want it to fit loose then buy 2 larger sizes.,2,109
"They are super cute but, they broke less than 24 hours of getting them 😢😢",2,73
"Pretty, but strap broke the first day I used it.",2,48
"Fits weird and it's just one layer of flat lace, I could've made this myself",2,76
Cheaply made my strap broke while I was on vacation. Was the second time wearing it. I had to throw it away. It is more of a pink color than a peach coral color,2,160
I thought this was an earring cuff for the middle of the ear...good quality and fast delivery.,2,94
"It looks pretty cheap and is also too small for a regular head. Made for kids, or something... not worth it!",2,108
They keep you very very warm,2,28
"Material is really nice and soft, but my shirt came with several oil stains on it. I have washed it several times, without drying it and I have treated it, but the stains are set. I like the shirt, it looks and feels great. But that is a huge disappointment.",2,258
"BUT even then, I feel like these are definitely CENTS worth to make and put together. Clearly crudely made. Would've returned, but they fell off easily and with no indications from how light and papery they are.",2,211
Very thin and did not hit in my waist like picture shows..,2,58
I work in a chicken plant was to thin for me to wear tho,2,56
"It does not look like the picture. The quality was very flimsy, the top was not stretched to hold the lace and the bottom was longer and loser than expected.",2,157
I wanted to have some of the USA Gymnastics performances to motivate my 3 years old who is now taking gymnastics classes.<br />In the whole DVD there are maybe 3-5 minutes of the USA gymnastics. Not worth it for the price.,2,222
Lights doesnt work.,2,19
Bought the shoes end of Sept. 2018 and they were as advertised until the insides began to cut into my feet after 4 months  of daily use. I had to buy Dr. Scholl's plantar fasciitis inserts to wear them again.,2,208
I like the length if the socks as the came over the calf.  There was little to no compression in the foot and ankle area.  Not what I was looking for so I returned them.,2,169
"Too flat,",2,9
This was not made of metal.  It was like a painted plastic much like you'd see on a toy.  I requested a return and at least was refunded.  If you don't mind wearing plastic... then by all means forge ahead lol.  I gave two stars simply because I was readily refunded.,2,267
"So disappointed, this dress does not look like it appears I will be wearing it around the house or maybe a grocery store run.",2,125
The owl is huge,2,15
"Such a cute idea, but it is of poor quality material. The bottom puffs out from the top at an unflattering angle and the bottom looks like mosquito netting.",2,156
I did not like the attachment band. I liked the size of them but did not feel like the quality was there. I returned them for another pair from a different company.,2,164
"Not what I expected at all, looked like a cheap cut up t shirt, I’m not even using it like I thought I would.",2,109
"AS other purchasers said, looks much worse than the original ad. The current picture is correct; but is not the photo (different mask) that was pictured when I and many others bough it.",2,185
"This shirt is TINY! The shirt is beautiful, but there is no way anyone over 100lbs could wear a medium. The fabric has zero give. I am super disappointed because I really do love the shirt, but I don't think I could even fit in a 2x with how off the sizing is.",2,260
dont like for my needs,2,22
This dress is a super cheap product and doesn't look picture.,2,61
El estilo es muy diferente ala de la foto,2,41
I bought this for my fifteen year old grand daughter who loves dragons. She does not wear it. She told me it is too hard to put on.,2,131
"They look nice and the material is ok, but length and waist size are off for me.",2,80
"It was very light and the color was nice, but I just didn't like the look of it.  I don't know why...",2,101
These were huge!,2,16
Didn’t look like the picture look very cheap going to use them as house shoes,2,77
The strap is not long enuf to go across the body and it's a little to small for my checkbook wallet,2,99
Works ok,2,8
Shoe Is already torn up. Wore first on June 5th and it's now Aug 3rd.  Shoe has been torn up for 3 weeks now,2,108
This was a very nice skirt with perfect fit but it really smell bad. I took it out and tried to air it out maybe because of the material but it did work out. It stunk really bad.,2,178
"Not only did these fit too small, but when I tried to at least move around in them I felt like someone would have a hard time bending or kneeling in them. Would not buy if you plan on doing any type of work requiring any of those or even simply tying your shoe.",2,261
Big in the shoulders and not fit as expected,2,44
"For reference I am 5'6, 160 pounds and wear a 40DD bra size. The top fit well everywhere besides the built in bra. The top was way to small and I ordered the largest size I could find. The bottoms were of course the largest size, so they fit too baggy. I returned this piece.",2,275
sent back runs way small!,2,25
Bought xlarge as I bought it before and it fits... now it seems as if it is 2x. Not pleased.,2,92
Had it 2 months and it’s completely broken down. They bottoms all ripped off and the toe section wore through.,2,110
"It was a really cute purse but the handles started fraying and falling apart within a month of having it. Too bad, the rest of it is really nice.",2,145
"These are pretty large for children's gloves. They might fit a 14 year old girl but they are not close to the right size for my 10 year old girl.<br /><br />Also, they had dirty fingers when they came. They have definitely been used before I received them.",2,256
Unable to straighten the wire in the rim,2,40
"I liked the style of these socks and the skid protection  is good but when I put them on, they felt like the heel is in the wrong place so they're tight and uncomfortable around my ankle.  Disappointing.",2,203
They run a little small. Especially if you lift weights in them then your nipple is exposed.,2,92
"Returned, colors are attractive and cheerful however, I expected socks to be thicker and cushioned they are thin.",2,113
"Came broken.  Otherwise, pretty.  fairly sad because i wanted them for my wedding.",2,82
"Cute dress and concept--and great Kelly Green color, but the top collar sits back too far making the neckline look big and awkward. Don't do it.",2,144
Would not fit the 4010 Trans,2,28
"Completely see through, and very thin material.",2,47
"Looks too fake.  Nice watch but couldn't really pass as gold.  Color is too bright. Beside my solid gold ring, it looks like a neon color",2,137
"I usually wear Size L, but these fit like a small...way too small...didn't fit at all above my knees!!",2,102
Terrible fabric - not soft and wrinkles horribly. Will not repeat.,2,66
Way to narrow for me. If you have a narrow foot you will be okay. They seem to be made really well.,2,99
